# Date,aapl,dia,dis,f,googl,ibm,ko,nyt,sso,ssys,tm,tri,vz
27-Nov-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-Nov-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-Dec-09,-0.00349283967866,0.0127807900852,0.0132494203379,0.0136054421769,0.0119653417687,0.0148707753479,0.0119005950298,0.00934579439252,0.0267029972752,0.0267029972752,0.0257941550191,0.0315387065945,0.00947867298578
2-Dec-09,-0.00841219768665,0.00114722753346,0.00294213795358,0.00447427293065,0.0023443870617,-0.000783576241968,0.00172950536147,-0.00810185185185,0.00477707006369,0.00477707006369,0.0118914901524,0.00957381099444,0.0181533646322
3-Dec-09,-0.00388829975256,-0.00372421695951,-0.0026075619296,0.0022271714922,-0.00277956679435,0.00156838143036,-0.00483425414365,0.00700116686114,-0.00475435816165,-0.00475435816165,0.0397845513527,-0.00795350260018,0.00676298801107
4-Dec-09,-0.00745209368346,0.000191699415317,0.00522875816993,-0.00111111111111,0.000373908018627,-0.000626370184779,-0.00277585010409,0.00231749710313,0.00371549893843,0.00371549893843,-0.00353190487403,0.00339192106075,0.0012213740458
7-Dec-09,-0.0235967107615,-0.00316243411596,0.00780234070221,-0.0100111234705,-0.00506286102616,-0.00493575681605,-0.00104384133612,0.0161849710983,-0.00687466948704,-0.00687466948704,-0.0151228733459,0.0079901659496,0.00914913083257
8-Dec-09,-0.00585865983156,-0.0108632955201,-0.00806451612903,-0.00786516853933,0.00129776988491,-0.00149594520117,0.00139324277255,0.0182025028441,-0.0207667731629,-0.0207667731629,0.00323896353167,-0.0103658536585,0.00725294650952
9-Dec-09,0.0228360957643,0.00213820585091,0.000650406504065,0.00566251415629,0.00266039087281,0.00457341113389,0.000695652173913,-0.00335195530726,-0.00163132137031,-0.00163132137031,0.00119574315437,-0.0101663585952,0.0
10-Dec-09,0.0183651422398,0.0104742508001,0.0107247318817,0.0123873873874,0.00751777392251,0.0106750392465,0.0142509558568,0.0134529147982,0.0185185185185,0.0185185185185,-0.00131374656634,0.00560224089636,0.003600360036
11-Dec-09,-0.0102545968883,0.00470294653998,0.016077170418,0.0055617352614,0.000236342764535,0.00411618515067,0.00959561343386,0.0121681415929,0.00588235294118,0.00588235294118,0.00645778521885,0.00588053234293,0.00657698056801
14-Dec-09,-0.00178635226867,0.00496752006114,0.00981012658228,0.0,0.00560337552743,0.00386727511795,0.00339443312967,0.0371584699454,0.0127591706539,0.0127591706539,-0.00784220532319,-0.00369230769231,0.003861003861
15-Dec-09,-0.00178954903364,-0.00361216730038,0.00125352554058,0.021017699115,-0.00295391225538,-0.00654904075815,-0.0010148849797,0.0379346680717,-0.00629921259843,-0.00629921259843,-0.00682634730539,-0.0117356392835,-0.0147928994083
16-Dec-09,0.000358551452133,0.000667811486358,0.0128325508607,0.0292524377031,0.00834932498401,-0.000697999069335,-0.00541821876058,0.0527918781726,0.00475435816165,0.00475435816165,0.0151935367177,0.0084375,-0.0114114114114
17-Dec-09,-0.0114695340502,-0.0111545428544,-0.0108158220025,-0.00631578947368,-0.00497479216053,-0.00838183934808,-0.0190670752469,0.00385728061716,-0.021556256572,-0.021556256572,-0.013184463713,-0.00898667493028,-0.0048602673147
18-Dec-09,0.00580130529369,-0.00530273814115,-0.00187441424555,0.0180084745763,0.00191262331387,0.000391328167801,-0.0118014578271,0.0124879923151,0.00161203653949,0.00161203653949,-0.00288878189697,-0.00531582238899,0.003663003663
21-Dec-09,0.0169430425379,0.00649413589222,0.00876369327074,0.0114464099896,0.00241133326635,0.00352057580973,0.00421496311907,0.0123339658444,0.0203862660944,0.0203862660944,-0.00350072428778,-0.00157183275699,0.00608272506083
